drugname,avg_rating,avg_sentiment,total_reviews,avg_useful_count,top_condition
Jolessa,6.23,62.3,26,5.576923076923077,Birth Control
Jolivette,4.2,42.0,20,15.15,Birth Control
Jublia,5.5,55.0,28,10.714285714285714,"Onychomycosis, Toenail"
Junel 1 / 20,3.5,35.0,2,0.5,Birth Control
Junel Fe 1 / 20,4.05,40.5,66,7.045454545454546,Birth Control
Junel Fe 1.5 / 30,4.12,41.2,17,2.823529411764706,Birth Control
Junel Fe 24,7.0,70.0,1,0.0,Birth Control
Kadian,7.82,78.2,11,32.81818181818182,Pain
Kalbitor,10.0,100.0,1,1.0,Hereditary Angioedema
Kaletra,10.0,100.0,1,4.0,HIV Infection
Kalydeco,10.0,100.0,1,0.0,Cystic Fibrosis
Kapidex,6.17,61.7,6,14.833333333333334,GERD
Kapvay,6.2,62.0,5,66.6,ADHD
Kariva,6.27,62.7,22,7.454545454545454,Birth Control
Kava,9.0,90.0,3,15.666666666666666,Anxiety
Keflex,8.27,82.7,15,49.733333333333334,Skin or Soft Tissue Infection
Kemadrin,10.0,100.0,1,8.0,Parkinsonism
Kenalog,6.75,67.5,4,14.75,Psoriasis
Kenalog-10,5.5,55.0,2,4.5,Alopecia
Kenalog-40,9.33,93.3,6,13.833333333333334,Allergic Rhinitis
Keppra,5.62,56.2,47,28.5531914893617,Seizures
Keppra XR,5.67,56.7,3,10.333333333333334,Epilepsy
Kerafoam,10.0,100.0,1,21.0,Dry Skin
Kerydin,2.8,28.0,5,7.6,"Onychomycosis, Toenail"
Ketamine,6.75,67.5,8,22.875,Anesthesia
Ketoconazole,8.88,88.8,8,13.875,Vaginal Yeast Infection
Ketoprofen,9.67,96.7,6,14.0,Pain
Ketorolac,7.11,71.1,63,15.555555555555555,Pain
Ketotifen,10.0,100.0,1,9.0,"Conjunctivitis, Allergic"
Keytruda,4.5,45.0,4,11.25,"Melanoma, Metastatic"
Kineret,8.33,83.3,3,9.666666666666666,Still's Disease
Kionex,10.0,100.0,1,5.0,Hyperkalemia
Klonopin,8.45,84.5,121,51.107438016528924,Anxiety
Klonopin Wafer,10.0,100.0,4,30.75,Panic Disorde
Klor-Con,7.0,70.0,1,9.0,Prevention of Hypokalemia
KneeRelief,10.0,100.0,1,6.0,Muscle Pain
Kombiglyze XR,7.2,72.0,5,23.4,"Diabetes, Type 2"
Konsyl,10.0,100.0,1,34.0,Irritable Bowel Syndrome
Krystexxa,10.0,100.0,1,16.0,Gout
Kyleena,8.0,80.0,55,2.381818181818182,Birth Control
Kyprolis,1.0,10.0,1,0.0,Multiple Myeloma
L-methylfolate,7.17,71.7,18,90.38888888888889,Depression
Lac-Hydrin,10.0,100.0,1,11.0,Dry Skin
Lacosamide,6.67,66.7,18,31.38888888888889,Seizures
Lacrisert,1.0,10.0,1,5.0,Dry Eye Disease
Lactaid Ultra,5.0,50.0,1,9.0,Lactose Intolerance
Lactase,1.0,10.0,1,21.0,Lactose Intolerance
Lactic acid,10.0,100.0,1,5.0,Dry Skin
Lactobacillus acidophilus,9.1,91.0,10,52.2,Vaginal Yeast Infection
Lactulose,8.07,80.7,14,30.214285714285715,"Constipation, Acute"
Lamictal,8.19,81.9,106,46.79245283018868,Bipolar Disorde
Lamisil,6.73,67.3,22,43.63636363636363,"Onychomycosis, Toenail"
Lamisil AT,9.5,95.0,2,37.5,Tinea Cruris
Lamivudine / zidovudine,2.0,20.0,1,1.0,Occupational Exposure
Lamotrigine,8.24,82.4,193,31.704663212435232,Bipolar Disorde
Lansoprazole,8.5,85.0,12,19.833333333333332,GERD
Lantus,9.33,93.3,3,22.333333333333332,"Diabetes, Type 2"
Lantus Solostar,7.0,70.0,2,13.5,"Diabetes, Type 2"
Lapatinib,10.0,100.0,1,28.0,"Breast Cancer, Metastatic"
Lariam,1.0,10.0,1,29.0,Malaria Prevention
Larin Fe 1 / 20,1.5,15.0,6,2.3333333333333335,Birth Control
Larin Fe 1.5 / 30,3.0,30.0,1,5.0,Birth Control
Lasix,7.43,74.3,7,82.0,Edema
Lastacaft,4.33,43.3,6,9.833333333333334,"Conjunctivitis, Allergic"
Latanoprost,8.0,80.0,2,6.5,"Glaucoma, Open Angle"
Latisse,10.0,100.0,1,16.0,Eyelash Hypotrichosis
Latuda,6.82,68.2,101,44.62376237623762,Bipolar Disorde
Ledipasvir / sofosbuvir,8.34,83.4,77,32.298701298701296,Hepatitis C
Leflunomide,5.0,50.0,11,53.81818181818182,Rheumatoid Arthritis
Lemtrada,10.0,100.0,1,12.0,Multiple Sclerosis
Lenalidomide,5.75,57.5,4,12.75,Multiple Myeloma
Lesinurad,10.0,100.0,1,2.0,Gout
Lessina,5.14,51.4,7,4.714285714285714,Birth Control
Letairis,10.0,100.0,1,11.0,Pulmonary Hypertension
Letrozole,7.05,70.5,22,61.31818181818182,Breast Cance
Leuprolide,6.07,60.7,45,30.044444444444444,Endometriosis
Levacet,5.0,50.0,1,4.0,Pain
Levalbuterol,9.25,92.5,4,2.25,"Asthma, acute"
Levaquin,5.51,55.1,80,28.2,Sinusitis
Levemir,5.0,50.0,2,20.5,"Diabetes, Type 2"
Levetiracetam,5.95,59.5,57,22.526315789473685,Seizures
Levitra,8.07,80.7,27,61.925925925925924,Erectile Dysfunction
Levlen,5.0,50.0,4,9.0,Birth Control
Levo-Dromoran,7.0,70.0,3,45.666666666666664,Pain
Levocarnitine,8.0,80.0,1,13.0,Peripheral Neuropathy
Levocetirizine,5.54,55.4,41,17.4390243902439,Allergies
Levofloxacin,5.44,54.4,97,24.164948453608247,Sinusitis
Levomilnacipran,4.53,45.3,32,29.1875,Major Depressive Disorde
Levonorgestrel,7.37,73.7,1273,11.647289866457188,Birth Control
Levophed,8.0,80.0,1,8.0,Hypotension
Levora,5.27,52.7,48,7.791666666666667,Birth Control
Levorphanol,10.0,100.0,2,46.0,Pain
Levothyroxine,6.6,66.0,88,45.36363636363637,Underactive Thyroid
Levoxyl,7.0,70.0,7,32.857142857142854,Underactive Thyroid
Levsin,8.5,85.0,2,26.0,Irritable Bowel Syndrome
Levsin SL,9.67,96.7,3,39.0,Irritable Bowel Syndrome
Lexapro,8.24,82.4,298,49.31543624161074,Anxiety
Lexiscan,4.5,45.0,2,5.0,Diagnosis and Investigation
Lialda,5.76,57.6,17,14.529411764705882,"Ulcerative Colitis, Active"
Librax,9.08,90.8,13,57.46153846153846,Irritable Bowel Syndrome
Librium,9.09,90.9,23,45.43478260869565,Alcohol Withdrawal
Lidex,9.5,95.0,4,24.25,Psoriasis
Lidocaine,4.59,45.9,34,16.205882352941178,Pain
Lidocaine / menthol,10.0,100.0,1,1.0,Muscle Pain
Lidocaine / prilocaine,8.0,80.0,3,13.0,Anesthesia
Lidocaine Viscous,9.0,90.0,1,19.0,Pain
Lidoderm,4.28,42.8,18,38.55555555555556,Pain
Lifitegrast,4.95,49.5,22,17.318181818181817,Dry Eye Disease
Liletta,6.43,64.3,63,4.0476190476190474,Birth Control
Limbitrol DS,10.0,100.0,1,42.0,Depression
Limbrel,9.0,90.0,1,11.0,Osteoarthritis
Linaclotide,7.47,74.7,94,37.723404255319146,"Constipation, Chronic"
Linagliptin,4.8,48.0,10,23.0,"Diabetes, Type 2"
Lindane,3.0,30.0,1,0.0,Head Lice
Linezolid,8.75,87.5,8,16.625,Methicillin-Resistant Staphylococcus Aureus Infection
Linzess,7.26,72.6,93,39.46236559139785,"Constipation, Chronic"
Lioresal,8.67,86.7,3,83.66666666666667,Muscle Spasm
Liothyronine,8.33,83.3,12,93.0,Underactive Thyroid
Lipitor,5.91,59.1,11,90.0,High Cholesterol
Liraglutide,8.16,81.6,266,26.68421052631579,Obesity
Lisdexamfetamine,8.02,80.2,165,32.266666666666666,ADHD
Lisinopril,5.53,55.3,98,50.826530612244895,High Blood Pressure
Lithium,7.63,76.3,67,34.67164179104478,Bipolar Disorde
Lithobid,7.0,70.0,5,29.2,Bipolar Disorde
Livalo,6.83,68.3,6,49.166666666666664,High Cholesterol
Lo / Ovral,7.0,70.0,3,4.666666666666667,Birth Control
Lo / Ovral-28,1.0,10.0,1,3.0,Birth Control
Lo Loestrin Fe,6.17,61.7,234,8.363247863247864,Birth Control
LoSeasonique,5.51,55.1,35,5.571428571428571,Birth Control
Locoid Lipocream,9.5,95.0,2,15.0,Eczema
Lodine,9.67,96.7,3,57.666666666666664,Osteoarthritis
Loestrin 21 1 / 20,5.5,55.0,4,3.5,Birth Control
Loestrin 24 Fe,6.04,60.4,163,6.177914110429448,Birth Control
Loestrin Fe 1 / 20,2.0,20.0,1,1.0,Acne
Lomaira,8.0,80.0,3,2.3333333333333335,Obesity
Lomedia 24 Fe,4.0,40.0,1,0.0,Birth Control
Lomotil,7.8,78.0,10,56.4,Diarrhea
Lonox,10.0,100.0,1,15.0,Diarrhea
Loperamide,9.14,91.4,14,18.142857142857142,Diarrhea
Lopressor,10.0,100.0,1,38.0,Angina
Loprox,10.0,100.0,1,33.0,Seborrheic Dermatitis
Loratadine,6.27,62.7,11,16.727272727272727,Allergic Rhinitis
Loratadine / pseudoephedrine,5.4,54.0,10,17.3,Allergic Rhinitis
Lorazepam,8.15,81.5,164,40.68292682926829,Anxiety
Lorazepam Intensol,8.5,85.0,2,22.0,Panic Disorde
Lorcaserin,7.78,77.8,202,55.46534653465346,Weight Loss
Lortab,8.82,88.2,33,25.484848484848484,Pain
Loryna,4.27,42.7,11,2.6363636363636362,Acne
Lorzone,6.75,67.5,4,49.5,Muscle Spasm
Losartan,5.57,55.7,56,70.75,High Blood Pressure
Lotemax,8.0,80.0,3,3.3333333333333335,Keratitis
Loteprednol / tobramycin,8.5,85.0,2,11.0,Iritis
Lotrel,7.8,78.0,5,26.2,High Blood Pressure
Lotronex,9.6,96.0,5,23.4,Irritable Bowel Syndrome
Lovastatin,9.5,95.0,2,23.5,High Cholesterol
Lovastatin / niacin,10.0,100.0,1,14.0,High Cholesterol
Lovaza,10.0,100.0,1,140.0,Hypertriglyceridemia
Lovenox,9.0,90.0,4,23.0,Deep Vein Thrombosis
Low-Ogestrel-21,10.0,100.0,1,23.0,Birth Control
Loxapine,7.0,70.0,1,2.0,Agitation
Lubiprostone,5.79,57.9,42,34.476190476190474,"Constipation, Chronic"
Lucentis,6.33,63.3,3,9.666666666666666,Macular Degeneration
Lumigan,9.0,90.0,1,9.0,"Glaucoma, Open Angle"
Luminal,9.0,90.0,1,5.0,Seizures
Lunesta,6.51,65.1,45,27.8,Insomnia
Lupron,6.33,63.3,15,56.733333333333334,Prostate Cance
Lupron Depot,6.35,63.5,23,30.08695652173913,Endometriosis
Lupron Depot-PED,8.0,80.0,3,14.666666666666666,Precocious Puberty
Lurasidone,6.68,66.8,120,39.50833333333333,Bipolar Disorde
Lutera,6.27,62.7,77,9.688311688311689,Birth Control
Luvox,6.94,69.4,17,44.88235294117647,Obsessive Compulsive Disorde
Luvox CR,8.0,80.0,1,28.0,Anxiety and Stress
Luxiq,9.0,90.0,1,38.0,Dermatological Disorders
Lybrel,6.75,67.5,4,35.5,Birth Control
Lymphoseek,10.0,100.0,1,85.0,Diagnosis and Investigation
Lyrica,6.65,66.5,162,45.54320987654321,ibromyalgia
Lysine,9.18,91.8,11,40.36363636363637,"Herpes Simplex, Suppression"
Lysteda,7.92,79.2,12,59.666666666666664,Menstrual Disorders
Lyza,5.33,53.3,12,9.083333333333334,Birth Control
MG217 Medicated Tar,9.0,90.0,1,19.0,Psoriasis
MS Contin,6.18,61.8,11,44.36363636363637,Pain
Macitentan,10.0,100.0,1,19.0,Pulmonary Hypertension
Macrobid,5.38,53.8,79,28.759493670886076,Urinary Tract Infection
Macrodantin,6.67,66.7,6,46.333333333333336,Prevention of Bladder infection
Magaldrate / simethicone,10.0,100.0,1,3.0,Indigestion
Magnacet,9.0,90.0,1,5.0,Pain
Magnesium amino acids chelate,10.0,100.0,2,5.0,Hypomagnesemia
Magnesium aspartate,7.0,70.0,1,2.0,Dietary Supplementation
Magnesium citrate,8.78,87.8,45,33.17777777777778,Constipation
Magnesium hydroxide,8.58,85.8,19,27.42105263157895,Constipation
Magnesium oxide,10.0,100.0,3,59.333333333333336,Constipation
Magnesium salicylate,10.0,100.0,1,9.0,Pain
Magnesium sulfate,1.0,10.0,1,6.0,Seizure Prevention
Magnesium sulfate / potassium sulfate / sodium sulfate,7.01,70.1,197,14.406091370558375,Bowel Preparation
Makena,5.5,55.0,14,9.642857142857142,Premature Lab
Malarone,4.4,44.0,5,16.6,Malaria Prevention
Malathion,8.0,80.0,2,7.0,Head Lice
Maprotiline,9.0,90.0,1,10.0,Depression
Marezine,10.0,100.0,3,41.333333333333336,Motion Sickness
Marinol,9.5,95.0,2,15.0,Anorexia
Marlissa,1.0,10.0,2,0.5,Birth Control
Maxalt,8.96,89.6,23,12.478260869565217,Migraine
Maxalt-MLT,8.68,86.8,22,12.090909090909092,Migraine
Maxaron Forte,5.5,55.0,2,8.0,Anemia
Maxifed DM,8.0,80.0,1,5.0,Cough and Nasal Congestion
Mebaral,9.0,90.0,1,11.0,Epilepsy
Meclizine,7.5,75.0,30,38.46666666666667,Vertig
Medrol Dosepak,9.25,92.5,4,52.75,Inflammatory Conditions
Medrox,6.0,60.0,1,1.0,Muscle Pain
Medroxyprogesterone,5.07,50.7,313,10.329073482428115,Birth Control
Mefenamic acid,4.43,44.3,7,12.857142857142858,Period Pain
Mefloquine,5.0,50.0,2,3.5,Malaria Prevention
Megace,9.5,95.0,2,45.0,Endometrial Hyperplasia
Megace ES,9.0,90.0,1,67.0,Weight Loss
Megestrol,7.08,70.8,13,19.153846153846153,Abnormal Uterine Bleeding
Melatonin,7.21,72.1,28,29.714285714285715,Insomnia
Meloxicam,7.12,71.2,74,37.75675675675676,Osteoarthritis
Memantine,5.0,50.0,7,60.857142857142854,Alzheimer's Disease
Meningococcal conjugate vaccine,1.0,10.0,1,1.0,Meningococcal Meningitis Prophylaxis
Menopur,10.0,100.0,1,14.0,llicle Stimulation
Menotropins,10.0,100.0,1,14.0,llicle Stimulation
Menthol / zinc oxide,10.0,100.0,2,14.5,Diaper Rash
Meperidine,9.42,94.2,19,33.578947368421055,Pain
Mephobarbital,10.0,100.0,2,19.5,Epilepsy
Mepolizumab,5.5,55.0,2,14.5,Asthma
Meprobamate,10.0,100.0,1,34.0,Anxiety
Mercaptopurine,6.71,67.1,7,9.857142857142858,"Crohn's Disease, Maintenance"
Meridia,7.93,79.3,14,41.57142857142857,Obesity
Mesalamine,7.67,76.7,58,17.879310344827587,"Ulcerative Colitis, Active"
Mestinon,6.14,61.4,7,18.571428571428573,Myasthenia Gravis
Mestranol / norethindrone,3.0,30.0,2,0.5,Birth Control
Metadate CD,8.14,81.4,7,42.285714285714285,ADHD
Metadate ER,7.0,70.0,1,3.0,ADHD
Metamucil,8.0,80.0,5,32.6,Constipation
Metaproterenol,9.0,90.0,1,8.0,"COPD, Acute"
Metaxalone,7.3,73.0,20,33.55,Muscle Spasm
Metformin,7.18,71.8,76,41.39473684210526,Polycystic Ovary Syndrome
Metformin / saxagliptin,7.75,77.5,4,17.25,min / saxagliptin)
Metformin / sitagliptin,6.78,67.8,9,38.666666666666664,min / sitagliptin)
Methadone,8.79,87.9,114,38.5,Opiate Withdrawal
Methadone Diskets,9.4,94.0,5,38.0,Opiate Withdrawal
Methadose,9.57,95.7,7,68.28571428571429,Opiate Withdrawal
Methamphetamine,9.57,95.7,7,53.714285714285715,ADHD
Methenamine,7.67,76.7,6,55.0,Bladder Infection
Methergine,10.0,100.0,2,13.0,Migraine
Methimazole,2.0,20.0,3,15.0,Hyperthyroidism
Methocarbamol,6.52,65.2,44,54.47727272727273,Muscle Spasm
Methotrexate,6.71,67.1,41,51.02439024390244,Rheumatoid Arthritis
Methscopolamine,6.33,63.3,3,1.6666666666666667,Irritable Bowel Syndrome
Methyl salicylate,2.83,28.3,6,0.16666666666666666,Muscle Pain
Methyldopa,3.0,30.0,1,24.0,High Blood Pressure
Methylergonovine,10.0,100.0,1,3.0,Migraine
Methylin,8.0,80.0,4,18.5,ADHD
Methylin ER,9.0,90.0,1,11.0,ADHD
Methylnaltrexone,6.58,65.8,12,21.333333333333332,"Constipation, Drug Induced"
Methylphenidate,7.61,76.1,148,29.10135135135135,ADHD
Methylprednisolone,8.17,81.7,53,32.339622641509436,Inflammatory Conditions
Metoclopramide,4.43,44.3,65,16.16923076923077,Migraine
Metolazone,9.5,95.0,2,39.0,Edema
Metoprolol,6.41,64.1,75,51.56,High Blood Pressure
Metoprolol Tartrate,5.33,53.3,3,23.666666666666668,Heart Attack
Metozolv ODT,5.0,50.0,1,22.0,Gastroparesis
MetroCream,7.33,73.3,3,45.0,Rosacea
MetroGel,5.0,50.0,4,55.25,Rosacea
MetroGel-Vaginal,6.33,63.3,3,48.666666666666664,Bacterial Vaginitis
Metronidazole,6.84,68.4,285,16.88421052631579,Bacterial Vaginitis
Mevacor,10.0,100.0,1,26.0,High Cholesterol
Mexiletine,6.0,60.0,2,5.5,Arrhythmia
Miacalcin Nasal,6.0,60.0,1,36.0,Osteoporosis
Mibelas 24 Fe,3.2,32.0,5,1.0,Birth Control
Micardis,4.5,45.0,8,71.875,High Blood Pressure
Micardis HCT,9.0,90.0,2,15.0,High Blood Pressure
Miconazole,2.92,29.2,344,6.351744186046512,Vaginal Yeast Infection
Miconazole / zinc oxide,10.0,100.0,2,3.0,Diaper Rash
Microgestin 1 / 20,6.3,63.0,20,7.15,Birth Control
Microgestin 1.5 / 30,8.0,80.0,1,0.0,Birth Control
Microgestin Fe 1 / 20,6.06,60.6,126,11.325396825396826,Birth Control
Microgestin Fe 1.5 / 30,5.5,55.0,20,5.6,Birth Control
Microzide,10.0,100.0,1,34.0,High Blood Pressure
Midazolam,3.0,30.0,9,9.222222222222221,Light Sedation
Midodrine,5.5,55.0,6,27.0,Postural Orthostatic Tachycardia Syndrome
Migergot,10.0,100.0,1,11.0,Migraine
Miglitol,10.0,100.0,1,4.0,"Diabetes, Type 2"
Migranal,7.75,77.5,4,10.0,Migraine
Milk of Magnesia,9.5,95.0,2,17.5,Constipation
Milk thistle,9.5,95.0,2,39.0,Herbal Supplementation
Milnacipran,7.12,71.2,78,45.743589743589745,ibromyalgia
Miltown,3.0,30.0,1,6.0,Anxiety
Mimvey,1.0,10.0,1,0.0,Postmenopausal Symptoms
Minastrin 24 Fe,5.04,50.4,46,10.521739130434783,Birth Control
Minipress,7.0,70.0,5,41.6,Post Traumatic Stress Disorde
Minivelle,7.33,73.3,3,46.0,Postmenopausal Symptoms
Minocin,6.0,60.0,4,15.0,Acne
Minocycline,6.47,64.7,113,12.309734513274336,Acne
Minoxidil,5.65,56.5,23,35.43478260869565,Alopecia
MiraLax,7.96,79.6,27,74.96296296296296,Constipation
Mirabegron,6.61,66.1,31,41.806451612903224,Overactive Bladde
Mirapex,7.0,70.0,21,34.476190476190474,Restless Legs Syndrome
Mircette,7.5,75.0,6,10.0,Birth Control
Mirena,6.7,67.0,431,12.642691415313225,Birth Control
Mirtazapine,7.19,71.9,181,45.09944751381215,Depression
Mirvaso,2.85,28.5,20,16.75,Rosacea
Misoprostol,8.0,80.0,2,13.5,Abortion
Mobic,6.76,67.6,25,74.12,Osteoarthritis
Modafinil,8.18,81.8,71,37.352112676056336,Narcolepsy
Moderiba,8.0,80.0,1,0.0,Hepatitis C
Mometasone,7.77,77.7,30,19.733333333333334,Allergic Rhinitis
Monistat 1-Day or Night Combination Pack,4.33,43.3,3,5.0,Vaginal Yeast Infection
Monistat 3-Day Combination Pack,3.38,33.8,29,6.0,Vaginal Yeast Infection
Monistat 7,2.65,26.5,26,6.730769230769231,Vaginal Yeast Infection
Monistat 7-Day Combination Pack,3.9,39.0,29,9.96551724137931,Vaginal Yeast Infection
Mono-Linyah,5.5,55.0,2,4.5,Birth Control
Monodox,7.33,73.3,6,24.666666666666668,Acne
Mononessa,6.0,60.0,54,7.203703703703703,Birth Control
Montelukast,6.18,61.8,71,32.394366197183096,Asthma
Monurol,7.0,70.0,3,28.0,Bladder Infection
Morphine,7.73,77.3,59,26.88135593220339,Pain
Morphine / naltrexone,5.83,58.3,12,26.666666666666668,Pain
Motofen,10.0,100.0,1,25.0,"Diarrhea, Chronic"
Motrin,9.75,97.5,4,16.0,Rheumatoid Arthritis
Motrin IB,9.5,95.0,2,13.5,Back Pain
Motrin Infant Drops,10.0,100.0,1,6.0,Pain
Movantik,5.33,53.3,33,20.363636363636363,"Constipation, Drug Induced"
MoviPrep,7.26,72.6,53,15.50943396226415,Bowel Preparation
Moxatag,9.0,90.0,1,17.0,Bacterial Endocarditis Prevention
Moxeza,10.0,100.0,1,10.0,"Conjunctivitis, Bacterial"
Moxifloxacin,6.65,66.5,40,16.55,Sinusitis
Mucinex,7.78,77.8,18,75.22222222222223,ibromyalgia
Mucinex D,6.7,67.0,43,14.465116279069768,Cough and Nasal Congestion
Mucinex D Maximum Strength,7.6,76.0,5,0.4,Cough and Nasal Congestion
Mucinex DM,5.0,50.0,2,7.5,Cough
Mucinex Fast-Max Severe Congestion & Cough,1.0,10.0,2,1.5,Cough and Nasal Congestion
Mucomyst-10,9.0,90.0,1,14.0,Acetaminophen Overdose
Multaq,7.5,75.0,4,43.75,Atrial Fibrillation
Multivitamin,5.09,50.9,11,43.81818181818182,Dietary Supplementation
Multivitamin with iron,9.83,98.3,6,17.5,Anemia
Multivitamin with minerals,7.25,72.5,4,1.0,Vitamin/Mineral Supplementation and Deficiency
"Multivitamin, prenatal",8.18,81.8,17,7.705882352941177,Vitamin/Mineral Supplementation during Pregnancy/Lactation
Mupirocin,6.4,64.0,5,28.8,Skin and Structure Infection
Muse,6.29,62.9,7,80.14285714285714,Erectile Dysfunction
My Way,5.89,58.9,9,4.222222222222222,Emergency Contraception
Mycolog II,10.0,100.0,2,37.5,Cutaneous Candidiasis
Mycophenolate mofetil,7.0,70.0,11,14.818181818181818,"Organ Transplant, Rejection Prophylaxis"
Mycophenolic acid,10.0,100.0,1,18.0,tic (mycophenolic acid)
Mydayis,4.0,40.0,4,10.5,ADHD
Myobloc,8.0,80.0,1,0.0,Cervical Dystonia
Myophen,8.0,80.0,1,2.0,Pain
Myrbetriq,6.12,61.2,25,51.76,Overactive Bladde
Mysoline,9.5,95.0,2,28.5,Seizures
NP Thyroid,7.0,70.0,4,13.25,Underactive Thyroid
Nabumetone,7.25,72.5,4,80.0,Sciatica
Nadolol,9.0,90.0,7,21.428571428571427,Migraine Prevention
Nafcillin,9.0,90.0,1,2.0,Bone infection
Naftifine,10.0,100.0,1,11.0,Tinea Cruris
Naftin,10.0,100.0,1,5.0,Tinea Pedis
Nalbuphine,9.25,92.5,4,6.0,Pain
Naloxegol,4.42,44.2,38,19.105263157894736,"Constipation, Drug Induced"
Naloxone,7.8,78.0,5,2.8,Opioid Overdose
Naloxone / pentazocine,9.0,90.0,2,17.5,Pain
Naltrexone,8.04,80.4,53,67.50943396226415,Alcohol Dependence
Namenda,3.75,37.5,4,70.25,Alzheimer's Disease
Naphazoline,9.67,96.7,3,21.0,Nasal Congestion
Naphazoline / pheniramine,9.0,90.0,3,15.0,Eye Redness/Itching
Naprelan,9.0,90.0,5,26.0,Osteoarthritis
Naprosyn,8.0,80.0,8,30.5,Back Pain
Naproxen,7.74,77.4,91,24.197802197802197,Period Pain
Naproxen / sumatriptan,9.31,93.1,26,8.538461538461538,Migraine
Naratriptan,8.17,81.7,6,11.666666666666666,Migraine
Narcan Injection,7.0,70.0,3,18.0,Opioid Overdose
Nardil,7.75,77.5,8,38.625,Depression
Nasacort,3.91,39.1,11,15.090909090909092,Allergic Rhinitis
Nasacort Allergy 24HR,4.67,46.7,3,1.0,Allergic Rhinitis
Nasonex,5.67,56.7,9,13.333333333333334,Allergic Rhinitis
Natalizumab,8.08,80.8,13,56.61538461538461,Multiple Sclerosis
Natazia,6.29,62.9,7,10.0,Birth Control
Nateglinide,1.0,10.0,1,1.0,"Diabetes, Type 2"
Natesto,9.5,95.0,2,8.5,"Hypogonadism, Male"
Natroba,9.5,95.0,2,40.5,Head Lice
Nature-Throid,9.88,98.8,8,108.625,Hashimoto's disease
Navane,10.0,100.0,1,10.0,10</span> users found this comment helpful.
Nebivolol,6.37,63.7,30,43.6,High Blood Pressure
Necon 1 / 35,6.0,60.0,12,7.083333333333333,Birth Control
Necon 1 / 50,9.0,90.0,1,1.0,Abnormal Uterine Bleeding
Necon 7 / 7 / 7,7.0,70.0,3,4.666666666666667,Acne
Nefazodone,9.0,90.0,11,40.45454545454545,Depression
Nembutal Sodium,10.0,100.0,1,27.0,Insomnia
Neo-Poly-Dex,6.67,66.7,3,6.333333333333333,3</span> users found this comment helpful.
Neo-Synephrine Nasal,10.0,100.0,1,0.0,Nasal Congestion
Neosporin,6.5,65.0,2,18.5,Bacterial Skin Infection
Neulasta,7.25,72.5,4,16.5,Neutropenia Associated with Chemotherapy
Neupogen,10.0,100.0,1,25.0,Neutropenia
Neupro,8.08,80.8,12,20.166666666666668,Restless Legs Syndrome
Neurontin,6.75,67.5,40,71.325,Pain
NeutraSal,9.5,95.0,2,24.5,Mucositis
Nexafed Nasal Decongestant,6.0,60.0,2,16.0,Nasal Congestion
Nexavar,7.67,76.7,3,40.0,Renal Cell Carcinoma
Nexium,7.78,77.8,23,33.91304347826087,GERD
Nexplanon,5.56,55.6,736,6.148097826086956,Birth Control
Next Choice,8.79,87.9,14,13.928571428571429,Emergency Contraception
Niacin,7.77,77.7,13,69.84615384615384,High Cholesterol
Niacin / simvastatin,7.0,70.0,2,3.5,High Cholesterol
Niaspan,8.2,82.0,5,22.8,High Cholesterol
Nicoderm CQ,9.12,91.2,16,28.375,Smoking Cessation
Nicorette,7.29,72.9,7,28.285714285714285,Smoking Cessation
Nicotine,8.97,89.7,30,25.133333333333333,Smoking Cessation
Nicotrol Inhaler,8.57,85.7,7,44.57142857142857,Smoking Cessation
Nicotrol NS,7.0,70.0,2,13.0,Smoking Cessation
Nifedipine,5.88,58.8,17,27.764705882352942,Raynaud's Syndrome
Nikki,4.0,40.0,2,6.5,8</span> users found this comment helpful.
Nilotinib,8.8,88.0,5,17.8,Chronic Myelogenous Leukemia
Nimodipine,10.0,100.0,1,19.0,Ischemic Stroke
Nimotop,10.0,100.0,1,13.0,Subarachnoid Hemorrhage
Niravam,9.6,96.0,5,29.2,Anxiety
Nitrofurantoin,5.43,54.3,165,18.169696969696968,Urinary Tract Infection
Nitroglycerin,9.4,94.0,5,25.4,Anal Fissure and Fistula
Nitrolingual Pumpspray,9.0,90.0,2,36.5,Angina
Nivolumab,4.88,48.8,8,18.0,Non-Small Cell Lung Cance
Nizatidine,8.0,80.0,1,2.0,GERD
Nizoral,1.0,10.0,1,5.0,Tinea Versicol
NoDoz,6.67,66.7,3,15.666666666666666,Hypersomnia
Nonoxynol 9,5.0,50.0,2,3.5,Birth Control
Nora-Be,4.18,41.8,22,11.772727272727273,Birth Control
Norco,7.66,76.6,50,40.32,Pain
Norel SR,9.0,90.0,3,5.0,Nasal Congestion
Norepinephrine,8.0,80.0,1,8.0,Hypotension
Norethindrone,5.16,51.6,126,11.015873015873016,Birth Control
Norflex,9.75,97.5,4,47.0,Muscle Spasm
Norgesic,5.0,50.0,2,1.5,Muscle Spasm
Noritate,10.0,100.0,1,13.0,Rosacea
Noroxin,10.0,100.0,1,11.0,Bladder Infection
Norpace,8.0,80.0,1,15.0,Arrhythmia
Norpace CR,9.0,90.0,1,1.0,Arrhythmia
Norpramin,9.67,96.7,3,28.333333333333332,Depression
Nortrel 1 / 35,3.25,32.5,4,3.5,Birth Control
Nortrel 7 / 7 / 7,4.0,40.0,1,6.0,Endometriosis
Nortriptyline,7.29,72.9,86,46.372093023255815,Migraine Prevention
Norvasc,4.75,47.5,20,106.05,High Blood Pressure
